geom,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
01010000003108AC1C5A9C59405839B4C876BEF53F,1.359,102.443,327,1,1,2016-03-05,0640,Aqua,80,5.0       ,303.5,18.8
0101000000A4703D0AD79B59402FDD24068195F53F,1.349,102.435,328.7,1,1,2016-03-05,0640,Aqua,55,5.0       ,305.5,20.5
010100000023DBF97E6A9C59409A9999999999F53F,1.35,102.444,336.3,1,1,2016-03-05,0640,Aqua,87,5.0       ,309.3,32.5
0101000000A245B6F3FD9C59406F1283C0CAA1F53F,1.352,102.453,326.1,1,1,2016-03-05,0640,Aqua,68,5.0       ,304.1,16.6
010100000017D9CEF7539B5940068195438B6CF53F,1.339,102.427,327.8,1,1,2016-03-05,0640,Aqua,70,5.0       ,304.3,19
010100000014AE47E17A9C5940DBF97E6ABC74F53F,1.341,102.445,337.4,1,1,2016-03-05,0640,Aqua,86,5.0       ,309.5,31.5
0101000000FA7E6ABC749B594048E17A14AE47F53F,1.33,102.429,327.9,1,1,2016-03-05,0640,Aqua,75,5.0       ,305.7,18.5
010100000079E92631089C5940B29DEFA7C64BF53F,1.331,102.438,332.8,1,1,2016-03-05,0640,Aqua,74,5.0       ,308.1,22.6
0101000000F853E3A59B9C59401D5A643BDF4FF53F,1.332,102.447,333.8,1,1,2016-03-05,0640,Aqua,86,5.0       ,308.5,25.8
0101000000E9263108AC9C59405EBA490C022BF53F,1.323,102.448,330.6,1,1,2016-03-05,0640,Aqua,83,5.0       ,306.4,21.8
01010000005EBA490C029B594052B81E85EB51F23F,1.145,102.422,325.8,1,1,2016-03-05,0640,Aqua,79,5.0       ,297.8,19.4
01010000007B14AE47E1B259407D3F355EBA49F23F,1.143,102.795,319.4,1,1,2016-03-05,0640,Aqua,0,5.0       ,300.2,10.2
01010000006ABC7493186C5940BC7493180456EE3F,0.948,101.689,323,1,1,2016-03-05,0640,Aqua,54,5.0       ,301.7,17.4
0101000000DD240681959B5940000000000000F03F,1,102.431,333.5,1,1,2016-03-05,0640,Aqua,85,5.0       ,300.7,26.5
01010000006DE7FBA9F1BA59401F85EB51B81EF13F,1.07,102.921,327,1,1,2016-03-05,0640,Aqua,54,5.0       ,303.8,16.6
0101000000FED478E926C15940295C8FC2F528F03F,1.01,103.018,329,1,1,2016-03-05,0640,Aqua,49,5.0       ,304.2,18.5
0101000000F0A7C64B37C159406ABC74931804F03F,1.001,103.019,328.5,1,1,2016-03-05,0640,Aqua,47,5.0       ,303.9,19.5
0101000000DF4F8D976EC25940022B8716D9CEEF3F,0.994,103.038,325.2,1,1,2016-03-05,0640,Aqua,45,5.0       ,303,15.1
0101000000A01A2FDD249659405EBA490C022BEB3F,0.849,102.346,328.8,1,1,2016-03-05,0640,Aqua,56,5.0       ,299.9,18.8
010100000091ED7C3F35965940E17A14AE47E1EA3F,0.84,102.347,324.5,1,1,2016-03-05,0640,Aqua,50,5.0       ,297.5,13.7
0101000000105839B4C89659408B6CE7FBA9F1EA3F,0.842,102.356,325.3,1,1,2016-03-05,0640,Aqua,52,5.0       ,299.2,14.3
01010000004A0C022B879E5940DF4F8D976E12E73F,0.721,102.477,348.3,1,1,2016-03-05,0640,Aqua,82,5.0       ,293.8,58.6
0101000000643BDF4F8DB75940B4C876BE9F1AE73F,0.722,102.868,328.6,1,1,2016-03-05,0640,Aqua,35,5.0       ,304.1,18.2
0101000000AC1C5A643BBF59408B6CE7FBA9F1D23F,0.296,102.988,327,1,1,2016-03-05,0640,Aqua,48,5.0       ,301.5,19.4
01010000000C022B871679594060E5D022DBF9BE3F,0.121,101.892,324.1,1,1,2016-03-05,0640,Aqua,38,5.0       ,302.9,13.6
0101000000C1CAA145B67B5940E9263108AC1CBABF,-0.102,101.933,322.9,1,1,2016-03-05,0640,Aqua,53,5.0       ,303.3,15.9
01010000001D5A643BDF9F5940E5D022DBF97ED2BF,-0.289,102.498,316.9,1,1,2016-03-05,0640,Aqua,0,5.0       ,290.9,7.5
010100000004560E2DB25D59402FDD24068195F93F,1.599,101.464,335.8,1,1,2016-03-05,0345,Terra,55,5.0       ,283.5,28.3
010100000077BE9F1A2F5D59405839B4C876BEF93F,1.609,101.456,363.7,1,1,2016-03-05,0345,Terra,94,5.0       ,289.8,90.4
010100000066666666665E5940D7A3703D0AD7F93F,1.615,101.475,345.6,1,1,2016-03-05,0345,Terra,89,5.0       ,291.6,44.9
0101000000E7FBA9F1D25D5940AC1C5A643BDFF93F,1.617,101.466,370.1,1,1,2016-03-05,0345,Terra,100,5.0       ,293.6,108.7
01010000005A643BDF4F5D594017D9CEF753E3F93F,1.618,101.458,334.9,1,1,2016-03-05,0345,Terra,87,5.0       ,289.9,26.7
01010000003108AC1C5A4C5940022B8716D9CEFF3F,1.988,101.193,314.7,1,1,2016-03-05,0345,Terra,51,5.0       ,298.6,9.7
01010000002FDD2406816D5940E17A14AE47E1FC3F,1.805,101.711,306.6,2.6,1.5,2016-03-06,1510,Terra,36,5.0       ,288.5,36.2
0101000000931804560E5D594017D9CEF753E3F93F,1.618,101.454,305.1,2.7,1.6,2016-03-06,1510,Terra,13,5.0       ,285.9,33
010100000077BE9F1A2F5D5940448B6CE7FBA9F93F,1.604,101.456,309.1,2.7,1.6,2016-03-06,1510,Terra,54,5.0       ,287.1,46.2
01010000002FDD2406815D59406DE7FBA9F1D2F93F,1.614,101.461,309.3,2.7,1.6,2016-03-06,1510,Terra,64,5.0       ,286.3,46
01010000002DB29DEFA79E59405EBA490C022BE73F,0.724,102.479,316.6,2.3,1.5,2016-03-06,1510,Terra,91,5.0       ,289.4,60.8
0101000000E5D022DBF99E5940B29DEFA7C64BE73F,0.728,102.484,314.7,2.3,1.5,2016-03-06,1510,Terra,86,5.0       ,289.5,55.5
0101000000C976BE9F1A9F5940E17A14AE47E1E63F,0.715,102.486,305.4,2.3,1.5,2016-03-06,1510,Terra,26,5.0       ,289.3,25.7
0101000000C976BE9F1A9F5940B0726891ED7CE73F,0.734,102.486,310.9,1.1,1,2016-03-07,1850,Aqua,73,5.0       ,292.9,13.3
010100000017D9CEF753635940C1CAA145B6F3F73F,1.497,101.552,310,1,1,2016-03-07,1850,Aqua,69,5.0       ,290.8,12.7
0101000000986E1283C06259402B8716D9CEF7F73F,1.498,101.543,311.6,1,1,2016-03-07,1850,Aqua,76,5.0       ,291.1,14
01010000003108AC1C5A6C594077BE9F1A2FDDFC3F,1.804,101.693,319.9,1.4,1.2,2016-03-07,1555,Terra,99,5.0       ,291.9,36.1
010100000085EB51B81E6D5940E17A14AE47E1FC3F,1.805,101.705,324.4,1.4,1.2,2016-03-07,1555,Terra,100,5.0       ,291.6,46
0101000000986E1283C0625940022B8716D9CEF73F,1.488,101.543,309.4,1.3,1.1,2016-03-07,1555,Terra,66,5.0       ,290.8,15.5
01010000005EBA490C029B59403F355EBA490CF63F,1.378,102.422,316.3,1.1,1,2016-03-07,0330,Terra,44,5.0       ,296,10.3
0101000000EE7C3F355E9A5940AAF1D24D6210F63F,1.379,102.412,316.8,1.1,1,2016-03-07,0330,Terra,67,5.0       ,295.5,11.5
010100000004560E2DB26D594037894160E5D0FC3F,1.801,101.714,346.6,1.5,1.2,2016-03-07,0630,Aqua,93,5.0       ,299.5,90.1
010100000060E5D022DB8959400AD7A3703D0AEF3F,0.97,102.154,313.3,3.2,1.7,2016-01-30,0610,Aqua,50,5.0       ,294.3,46.8
01010000000AD7A3703D8A5940894160E5D022EF3F,0.973,102.16,313.6,3.2,1.7,2016-01-30,0610,Aqua,33,5.0       ,294.3,46.2
0101000000D578E92631785940000000000000C03F,0.125,101.878,318.9,1.1,1,2016-01-31,0655,Aqua,57,5.0       ,298.6,13.2
0101000000AAF1D24D625059404C37894160E5E43F,0.653,101.256,315.6,1.3,1.1,2016-01-31,0355,Terra,43,5.0       ,297.9,14.3
01010000000E2DB29DEF7F59400AD7A3703D0AF33F,1.19,101.999,322.9,1,1,2016-02-02,0640,Aqua,76,5.0       ,288.5,20.2
01010000002B8716D9CE8F59403D0AD7A3703DF63F,1.39,102.247,318.8,1.4,1.2,2016-02-04,0630,Aqua,61,5.0       ,298.1,22.1
0101000000355EBA490CC25940986E1283C0CAE9BF,-0.806,103.032,317.3,1,1,2016-02-04,0335,Terra,59,5.0       ,299.2,12.2
0101000000FCA9F1D24D7A594023DBF97E6ABCF43F,1.296,101.911,318.7,1.1,1.1,2016-02-04,0330,Terra,66,5.0       ,298.5,17.2
0101000000713D0AD7A388594083C0CAA145B6EB3F,0.866,102.135,315.3,1,1,2016-02-11,0340,Terra,60,5.0       ,295.2,10.8
0101000000F853E3A59B9C5940068195438B6CF53F,1.339,102.447,324.2,2,1.4,2016-02-14,0705,Aqua,33,5.0       ,297.9,43.8
01010000006666666666B659402B8716D9CEF7E33F,0.624,102.85,312,1.7,1.3,2016-02-16,0355,Terra,45,5.0       ,294.1,20.5
01010000009CC420B072685940C3F5285C8FC2E93F,0.805,101.632,313.5,1.4,1.2,2016-02-16,0355,Terra,47,5.0       ,296.1,15.4
0101000000AAF1D24D6288594096438B6CE7FBE93F,0.812,102.131,312.4,1.5,1.2,2016-02-16,0355,Terra,23,5.0       ,294.6,16
010100000039B4C876BEB75940333333333333E73F,0.725,102.871,315,1.7,1.3,2016-02-16,0355,Terra,46,5.0       ,296.2,21.1
0101000000D7A3703D0A7F5940FA7E6ABC7493EC3F,0.893,101.985,314.3,1.5,1.2,2016-02-16,0355,Terra,21,5.0       ,296.5,16.2
01010000005839B4C876BE5940AC1C5A643BDFEF3F,0.996,102.976,315.4,1.8,1.3,2016-02-16,0355,Terra,43,5.0       ,295.8,23.7
0101000000068195438B145940CBA145B6F3FDF83F,1.562,100.321,315.6,1.2,1.1,2016-02-16,0355,Terra,60,5.0       ,297.6,12.8
01010000009EEFA7C64B8759408716D9CEF753F93F,1.583,102.114,314.5,1.5,1.2,2016-02-16,0355,Terra,0,5.0       ,296.8,15.2
0101000000F6285C8FC20559401283C0CAA145FE3F,1.892,100.09,312.7,1.1,1.1,2016-02-16,0355,Terra,52,5.0       ,297,8.4
010100000048E17A14AE4F5940000000000000FE3F,1.875,101.245,318.4,1.3,1.1,2016-02-16,0355,Terra,58,5.0       ,301,15.4
01010000003F355EBA494C59402DB29DEFA7C6FF3F,1.986,101.192,317.3,1.1,1,2016-02-16,0655,Aqua,68,5.0       ,301.5,11.7
010100000046B6F3FDD4485940AC1C5A643BDFFD3F,1.867,101.138,319,1.1,1,2016-02-16,0655,Aqua,57,5.0       ,303.1,12.6
0101000000B6F3FDD47849594017D9CEF753E3FD3F,1.868,101.148,321.6,1.1,1,2016-02-16,0655,Aqua,74,5.0       ,304.4,15.9
0101000000355EBA490C4A5940EC51B81E85EBFD3F,1.87,101.157,319.8,1.1,1,2016-02-16,0655,Aqua,34,5.0       ,303.1,12.3
0101000000022B8716D94E5940F853E3A59BC4FC3F,1.798,101.232,323.9,1.1,1,2016-02-16,0655,Aqua,50,5.0       ,304.3,14
010100000039B4C876BE8F5940D34D62105839F63F,1.389,102.246,319.9,1.2,1.1,2016-02-16,0655,Aqua,62,5.0       ,300.7,16.7
0101000000D122DBF97EBA5940C976BE9F1A2FF13F,1.074,102.914,324.5,1.3,1.1,2016-02-16,0655,Aqua,71,5.0       ,302.3,23.1
0101000000D9CEF753E39D59403D0AD7A3703DF63F,1.39,102.467,306.3,1.3,1.1,2016-02-17,1525,Terra,44,5.0       ,295,9.9
01010000001283C0CAA19D59407F6ABC749318F63F,1.381,102.463,305.3,1.3,1.1,2016-02-17,1525,Terra,26,5.0       ,294.8,9.2
0101000000EC51B81E859B5940C74B37894160F53F,1.336,102.43,320.5,2.7,1.6,2016-02-21,0710,Aqua,30,5.0       ,299.2,54.8
010100000046B6F3FDD47859404E62105839B4F43F,1.294,101.888,313.9,2.5,1.5,2016-02-22,0615,Aqua,42,5.0       ,295.6,36.9
010100000014AE47E17A9C59403108AC1C5A64F53F,1.337,102.445,320.5,2.3,1.5,2016-02-22,0615,Aqua,43,5.0       ,299.1,45.4
0101000000022B8716D95E5940986E1283C0CAED3F,0.931,101.482,310.6,2.8,1.6,2016-02-22,0615,Aqua,25,5.0       ,291.6,34.1
01010000006891ED7C3FAD59408195438B6CE7EF3F,0.997,102.707,312.8,2.2,1.4,2016-02-22,0615,Aqua,42,5.0       ,294.7,26.7
01010000008FC2F5285CB75940355EBA490C02E73F,0.719,102.865,313.9,2.2,1.4,2016-02-22,0615,Aqua,46,5.0       ,293.3,27.8
01010000005839B4C876E65940295C8FC2F528AC3F,0.055,103.601,316.4,1.9,1.4,2016-02-22,0615,Aqua,57,5.0       ,288.9,33.6
0101000000F853E3A59B7C5940273108AC1C5AF63F,1.397,101.947,319.7,1.4,1.2,2016-02-23,0700,Aqua,33,5.0       ,301.8,19.7
0101000000FA7E6ABC745B5940A8C64B378941F03F,1.016,101.429,322.4,1.3,1.1,2016-02-23,0700,Aqua,64,5.0       ,301.4,18.3
01010000000000000000A0594085EB51B81E85EB3F,0.86,102.5,322.2,1.5,1.2,2016-02-23,0700,Aqua,70,5.0       ,303.1,27.1
01010000007F6ABC7493C059403108AC1C5A64D33F,0.303,103.009,325.6,1.6,1.3,2016-02-23,0700,Aqua,59,5.0       ,298.9,28.8
01010000002DB29DEFA7B65940022B8716D9CED73F,0.372,102.854,310.6,3.8,1.8,2016-02-24,0605,Aqua,40,5.0       ,287.2,64.6
010100000083C0CAA1456659404A0C022B8716F73F,1.443,101.598,317.6,1.8,1.3,2016-02-25,1910,Aqua,94,5.0       ,292.8,44.3
01010000002FDD240681655940B29DEFA7C64BF73F,1.456,101.586,321.1,3,1.6,2016-02-25,1615,Terra,100,5.0       ,289.9,116.5
0101000000BA490C022B6759405C8FC2F5285CF73F,1.46,101.612,305.1,3,1.7,2016-02-25,1615,Terra,16,5.0       ,289.9,36.2
01010000001283C0CAA165594075931804560EF73F,1.441,101.588,322.9,3,1.6,2016-02-25,1615,Terra,100,5.0       ,289.2,128.4
01010000008195438B6C67594008AC1C5A643BF73F,1.452,101.616,306.8,1.8,1.3,2016-02-25,1910,Aqua,39,5.0       ,291.8,18.5
0101000000666666666666594048E17A14AE47F73F,1.455,101.6,329.2,1.8,1.3,2016-02-25,1910,Aqua,100,5.0       ,292.9,78.7
01010000002DB29DEFA76659409EEFA7C64B37F73F,1.451,101.604,333.9,1.8,1.3,2016-02-25,1910,Aqua,100,5.0       ,293.3,94.3
010100000004560E2DB2655940736891ED7C3FF73F,1.453,101.589,317.5,1.8,1.3,2016-02-25,1910,Aqua,94,5.0       ,292.4,42.4
01010000008FC2F5285C6F594037894160E5D0FC3F,1.801,101.74,317.7,1.8,1.3,2016-02-25,1910,Aqua,94,5.0       ,292.9,45.7
010100000075931804566E59400C022B8716D9FC3F,1.803,101.724,312.7,1.8,1.3,2016-02-25,1910,Aqua,80,5.0       ,292.3,33.1
01010000002DB29DEFA76E594062105839B4C8FC3F,1.799,101.729,312.2,1.8,1.3,2016-02-25,1910,Aqua,78,5.0       ,292.3,32
0101000000105839B4C86E594060E5D022DBF9FC3F,1.811,101.731,311.5,1.8,1.3,2016-02-25,1910,Aqua,75,5.0       ,292.4,30.4
0101000000C976BE9F1A6759404C37894160E5F63F,1.431,101.611,335.7,1,1,2016-02-25,0650,Aqua,76,5.0       ,299.9,19.8
01010000002DB29DEFA766594023DBF97E6ABCF63F,1.421,101.604,331.2,1,1,2016-02-25,0650,Aqua,52,5.0       ,301.1,15.2
01010000003108AC1C5A7C5940BC7493180456F63F,1.396,101.943,318.4,1,1,2016-02-25,0650,Aqua,35,5.0       ,301,12.8
01010000000000000000C0594085EB51B81E85D33F,0.305,103,334.8,1.1,1,2016-02-25,0645,Aqua,48,5.0       ,302.5,29.7
01010000005839B4C8766659408716D9CEF753F73F,1.458,101.601,348.6,1,1,2016-02-25,0650,Aqua,80,5.0       ,298.4,51.8
01010000004A0C022B87665940C976BE9F1A2FF73F,1.449,101.602,427.2,1,1,2016-02-25,0650,Aqua,100,5.0       ,311.4,443.1
01010000005839B4C876665940A01A2FDD2406F73F,1.439,101.601,394.2,1,1,2016-02-25,0650,Aqua,100,5.0       ,302.1,204.9
01010000004A0C022B87665940E17A14AE47E1F63F,1.43,101.602,339.2,1,1,2016-02-25,0650,Aqua,89,5.0       ,300.7,27
01010000008195438B6C675940B81E85EB51B8F63F,1.42,101.616,311.9,3.4,1.7,2016-02-26,1815,Aqua,77,5.0       ,289.5,86.8
0101000000A01A2FDD246E5940E17A14AE47E1FC3F,1.805,101.721,309.9,1.9,1.4,2016-02-26,1515,Terra,68,5.0       ,293,26
0101000000AC1C5A643B6F594021B0726891EDFC3F,1.808,101.738,306.3,1.9,1.4,2016-02-26,1515,Terra,44,5.0       ,293.3,17
01010000005839B4C8766E594037894160E5D0FC3F,1.801,101.726,314.8,1.9,1.4,2016-02-26,1515,Terra,86,5.0       ,293.3,39.4
01010000005A643BDF4F655940DF4F8D976E12F73F,1.442,101.583,312.1,2,1.4,2016-02-26,1515,Terra,77,5.0       ,292.3,37.5
01010000005839B4C8766659401F85EB51B81EF73F,1.445,101.601,321.2,2,1.4,2016-02-26,1515,Terra,100,5.0       ,292.1,65
010100000021B072689165594079E9263108ACF63F,1.417,101.587,314.8,2,1.4,2016-02-26,1515,Terra,86,5.0       ,291.5,45.3
01010000001F85EB51B8665940B81E85EB51B8F63F,1.42,101.605,336.5,2,1.4,2016-02-26,1515,Terra,100,5.0       ,292.6,127.3
010100000004560E2DB26559400AD7A3703D0AF73F,1.44,101.589,317.6,2,1.4,2016-02-26,1515,Terra,94,5.0       ,292.3,52.9
0101000000022B8716D9665940DF4F8D976E12F73F,1.442,101.607,310,2,1.4,2016-02-26,1515,Terra,69,5.0       ,291.7,30.5
0101000000E7FBA9F1D26559400C022B8716D9F63F,1.428,101.591,313.7,2,1.4,2016-02-26,1515,Terra,83,5.0       ,291.5,42.7
0101000000E5D022DBF9665940E17A14AE47E1F63F,1.43,101.609,311.6,2,1.4,2016-02-26,1515,Terra,76,5.0       ,291.3,36.5
0101000000CBA145B6F3655940A4703D0AD7A3F63F,1.415,101.593,325.7,2,1.4,2016-02-26,1515,Terra,100,5.0       ,291.8,83.7
0101000000D7A3703D0A675940E3A59BC420B0F63F,1.418,101.61,323,2,1.4,2016-02-26,1515,Terra,100,5.0       ,291.9,73.3
0101000000022B8716D96E5940E17A14AE47E1FC3F,1.805,101.732,317.7,1.1,1.1,2016-02-27,1855,Aqua,94,5.0       ,287.6,23.7
010100000075931804566E59404C37894160E5FC3F,1.806,101.724,307.6,1.8,1.3,2016-02-27,1600,Terra,55,5.0       ,291.7,17.8
01010000005A643BDF4F65594075931804560EF73F,1.441,101.583,336.7,1.2,1.1,2016-02-27,0635,Aqua,75,5.0       ,300.5,40.5
0101000000BC749318046659404A0C022B8716F73F,1.443,101.594,371,1.2,1.1,2016-02-27,0635,Aqua,100,5.0       ,307.2,146.2
01010000001F85EB51B8665940B4C876BE9F1AF73F,1.444,101.605,372.7,1.2,1.1,2016-02-27,0635,Aqua,100,5.0       ,305.4,150.9
0101000000A01A2FDD2466594021B0726891EDF63F,1.433,101.596,352.8,1.2,1.1,2016-02-27,0635,Aqua,96,5.0       ,302.2,76.9
0101000000105839B4C86659408B6CE7FBA9F1F63F,1.434,101.606,339.9,1.2,1.1,2016-02-27,0635,Aqua,87,5.0       ,304.2,39.9
010100000091ED7C3F35665940F853E3A59BC4F63F,1.423,101.597,415.8,1.2,1.1,2016-02-27,0635,Aqua,100,5.0       ,311,453
0101000000F4FDD478E9665940CDCCCCCCCCCCF63F,1.425,101.608,379,1.2,1.1,2016-02-27,0635,Aqua,100,5.0       ,306.8,183.3
01010000001283C0CAA1655940643BDF4F8D97F63F,1.412,101.588,370.5,1.2,1.1,2016-02-27,0635,Aqua,100,5.0       ,301.9,153.3
010100000083C0CAA145665940CFF753E3A59BF63F,1.413,101.598,464.3,1.2,1.1,2016-02-27,0635,Aqua,100,5.0       ,318.5,1178.6
0101000000E5D022DBF9665940A4703D0AD7A3F63F,1.415,101.609,364.5,1.2,1.1,2016-02-27,0635,Aqua,100,5.0       ,304.6,119.6
01010000006666666666665940105839B4C876F63F,1.404,101.6,341.9,1.2,1.1,2016-02-27,0635,Aqua,91,5.0       ,302.5,53.1
0101000000CDCCCCCCCC7C5940D122DBF97E6AF63F,1.401,101.95,315.8,1.2,1.1,2016-02-27,0635,Aqua,49,5.0       ,300,11.9
0101000000A8C64B37898159401283C0CAA145F63F,1.392,102.024,323.3,1.1,1.1,2016-02-27,0635,Aqua,33,5.0       ,303.3,16.6
0101000000D7A3703D0A6759400C022B8716D9F43F,1.303,101.61,320.6,1.2,1.1,2016-02-27,0635,Aqua,36,5.0       ,302,17.2
01010000000AD7A3703D9A59406ABC74931804F63F,1.376,102.41,323.8,1.1,1,2016-02-27,0635,Aqua,58,5.0       ,303.7,18.1
01010000009A999999999959402FDD24068195EF3F,0.987,102.4,319.8,1.1,1.1,2016-02-27,0635,Aqua,45,5.0       ,301.7,12.6
0101000000B0726891EDBC594091ED7C3F355EDA3F,0.412,102.952,318.9,1.1,1,2016-02-27,0635,Aqua,43,5.0       ,301.9,13.2
0101000000CBA145B6F3C559406DE7FBA9F1D2D53F,0.341,103.093,321.7,1.1,1,2016-02-27,0635,Aqua,69,5.0       ,302.8,13
01010000003BDF4F8D97C6594017D9CEF753E3D53F,0.342,103.103,325.2,1.1,1,2016-02-27,0635,Aqua,78,5.0       ,301.4,18.3
01010000006666666666BE5940E7FBA9F1D24DD23F,0.286,102.975,348.7,1.1,1,2016-02-27,0635,Aqua,95,5.0       ,307.8,58.6
0101000000D7A3703D0ABF59403BDF4F8D976ED23F,0.288,102.985,371,1.1,1,2016-02-27,0635,Aqua,100,5.0       ,308.5,127.1
0101000000B29DEFA7C6A359404260E5D022DBC93F,0.202,102.559,315.6,1,1,2016-02-27,0340,Terra,64,5.0       ,298.9,11.3
01010000009A9999999991594008AC1C5A643BCF3F,0.244,102.275,317,1,1,2016-02-27,0340,Terra,61,5.0       ,299.3,12
0101000000D7A3703D0ABF594091ED7C3F355ED23F,0.287,102.985,384.2,1,1,2016-02-27,0340,Terra,100,5.0       ,305.9,169.6
0101000000894160E5D0825940C976BE9F1A2FE13F,0.537,102.044,318.3,1,1,2016-02-27,0340,Terra,69,5.0       ,299.3,13.6
01010000006DE7FBA9F1925940FA7E6ABC7493E03F,0.518,102.296,317.1,1,1,2016-02-27,0340,Terra,52,5.0       ,298.7,13.6
010100000083C0CAA145B659405A643BDF4F8DE33F,0.611,102.848,315.9,1,1,2016-02-27,0340,Terra,14,5.0       ,297.7,10
01010000008D976E128368594017D9CEF753E3E93F,0.809,101.633,319.3,1,1,2016-02-27,0340,Terra,46,5.0       ,300.9,13.8
010100000075931804569659408B6CE7FBA9F1EA3F,0.842,102.349,327.1,1,1,2016-02-27,0340,Terra,80,5.0       ,299.8,21.2
0101000000B29DEFA7C67B594014AE47E17A14EE3F,0.94,101.934,316.4,1,1,2016-02-27,0340,Terra,62,5.0       ,298.8,10.9
0101000000FED478E926C15940295C8FC2F528F03F,1.01,103.018,322.4,1,1,2016-02-27,0340,Terra,49,5.0       ,303.1,14.1
0101000000022B8716D9665940643BDF4F8D97F63F,1.412,101.607,325.9,1,1,2016-02-27,0340,Terra,71,5.0       ,299.3,17.6
010100000083C0CAA145665940CFF753E3A59BF63F,1.413,101.598,327.6,1,1,2016-02-27,0340,Terra,80,5.0       ,299.9,20.1
0101000000E5D022DBF966594023DBF97E6ABCF63F,1.421,101.609,370.6,1,1,2016-02-27,0340,Terra,100,5.0       ,301.7,118.9
010100000075931804566659408D976E1283C0F63F,1.422,101.599,386.2,1,1,2016-02-27,0340,Terra,100,5.0       ,305.8,182.8
0101000000D7A3703D0A675940E17A14AE47E1F63F,1.43,101.61,335.8,1,1,2016-02-27,0340,Terra,87,5.0       ,302.1,31.4
01010000005839B4C8766659404C37894160E5F63F,1.431,101.601,332.3,1,1,2016-02-27,0340,Terra,85,5.0       ,301.4,24.5
01010000004A0C022B876659400AD7A3703D0AF73F,1.44,101.602,355.8,1,1,2016-02-27,0340,Terra,92,5.0       ,300.7,77
01010000003BDF4F8D97665940C976BE9F1A2FF73F,1.449,101.603,353.2,1,1,2016-02-27,0340,Terra,91,5.0       ,299.9,69.1
0101000000736891ED7C8F5940D7A3703D0AD7F53F,1.365,102.242,319.4,1,1,2016-02-27,0340,Terra,0,5.0       ,300.3,12.6
01010000006F1283C0CA815940BC7493180456F63F,1.396,102.028,320.9,1,1,2016-02-27,0340,Terra,35,5.0       ,301.7,12.7
010100000066666666666E5940CDCCCCCCCCCCFC3F,1.8,101.725,333.8,1,1,2016-02-27,0340,Terra,81,5.0       ,301,31.2
01010000006ABC7493189C5940C74B37894160F53F,1.336,102.439,317.6,3.5,1.8,2016-02-28,0720,Aqua,47,5.0       ,292,70.6
0101000000C976BE9F1ABF5940DF4F8D976E12D33F,0.298,102.986,305.5,1,1,2016-02-29,1845,Aqua,32,5.0       ,292.4,8
0101000000022B8716D99E5940AE47E17A14AEE73F,0.74,102.482,306.1,1,1,2016-02-29,1845,Aqua,42,5.0       ,293.5,7.8
010100000083C0CAA1459E59405839B4C876BEE73F,0.742,102.473,305.9,1,1,2016-02-29,1845,Aqua,39,5.0       ,293.4,7.7
0101000000C1CAA145B65B594004560E2DB29DEF3F,0.988,101.433,314.2,1,1,2016-02-29,1845,Aqua,84,5.0       ,292.6,16.5
01010000003108AC1C5A5C5940AC1C5A643BDFEF3F,0.996,101.443,305.8,1,1,2016-02-29,1845,Aqua,37,5.0       ,292.2,8.3
0101000000B29DEFA7C65B59408195438B6CE7EF3F,0.997,101.434,307.4,1,1,2016-02-29,1845,Aqua,54,5.0       ,292.3,9.8
01010000006F1283C0CA6159406F1283C0CAA1F53F,1.352,101.528,309.8,1,1,2016-02-29,1845,Aqua,68,5.0       ,292.8,11.7
0101000000F0A7C64B37615940D9CEF753E3A5F53F,1.353,101.519,363.6,1,1,2016-02-29,1845,Aqua,100,5.0       ,297,112.2
0101000000713D0AD7A3605940448B6CE7FBA9F53F,1.354,101.51,305.1,1,1,2016-02-29,1845,Aqua,14,5.0       ,292.3,7.1
01010000002DB29DEFA766594075931804560EF73F,1.441,101.604,316.8,1,1,2016-02-29,1845,Aqua,92,5.0       ,294.6,18.5
0101000000BC749318046659404A0C022B8716F73F,1.443,101.594,324.1,1,1,2016-02-29,1845,Aqua,100,5.0       ,295.7,27.7
010100000000000000007059405EBA490C022BF73F,1.448,101.75,307.9,1,1,2016-02-29,1845,Aqua,57,5.0       ,292.6,8.9
01010000008195438B6C6F5940C976BE9F1A2FF73F,1.449,101.741,355.8,1,1,2016-02-29,1845,Aqua,100,5.0       ,295.9,87.9
0101000000F2D24D62107059401D5A643BDF4FF73F,1.457,101.751,321.6,1,1,2016-02-29,1845,Aqua,100,5.0       ,293.8,23.8
0101000000736891ED7C6F59408716D9CEF753F73F,1.458,101.742,364,1,1,2016-02-29,1845,Aqua,100,5.0       ,298.6,110.7
0101000000022B8716D96E5940CDCCCCCCCCCCFC3F,1.8,101.732,313.3,1,1,2016-02-29,1845,Aqua,82,5.0       ,294,14
01010000004A0C022B879E5940D9CEF753E3A5E73F,0.739,102.477,308.4,1.2,1.1,2016-02-29,1550,Terra,60,5.0       ,293.5,11.7
010100000091ED7C3F356E594062105839B4C8FC3F,1.799,101.722,306.6,1.1,1.1,2016-02-29,1550,Terra,47,5.0       ,293.7,7.4
0101000000022B8716D96E5940CDCCCCCCCCCCFC3F,1.8,101.732,315.2,1.1,1.1,2016-02-29,1550,Terra,87,5.0       ,294.3,17.1
